"","Wormbase.ID","ï..Sequence.ID","Category.1","Category.2","Category.3","Description"
"170","WBGene00000293",NA,NA,NA,NA,NA
"171","WBGene00000294",NA,NA,NA,NA,NA
"172","WBGene00000366",NA,NA,NA,NA,NA
"173","WBGene00000367",NA,NA,NA,NA,NA
"174","WBGene00000368",NA,NA,NA,NA,NA
"175","WBGene00000369",NA,NA,NA,NA,NA
"176","WBGene00000370",NA,NA,NA,NA,NA
"177","WBGene00000371",NA,NA,NA,NA,NA
"178","WBGene00000376",NA,NA,NA,NA,NA
"179","WBGene00000377",NA,NA,NA,NA,NA
"180","WBGene00000378",NA,NA,NA,NA,NA
"181","WBGene00000379",NA,NA,NA,NA,NA
"182","WBGene00000380",NA,NA,NA,NA,NA
"183","WBGene00000381",NA,NA,NA,NA,NA
"184","WBGene00000382",NA,NA,NA,NA,NA
"185","WBGene00000383",NA,NA,NA,NA,NA
"186","WBGene00000386",NA,NA,NA,NA,NA
"187","WBGene00000387",NA,NA,NA,NA,NA
"188","WBGene00000390",NA,NA,NA,NA,NA
"189","WBGene00000393",NA,NA,NA,NA,NA
"190","WBGene00000396",NA,NA,NA,NA,NA
"191","WBGene00000403",NA,NA,NA,NA,NA
"192","WBGene00000405",NA,NA,NA,NA,NA
"193","WBGene00000407",NA,NA,NA,NA,NA
"194","WBGene00000408",NA,NA,NA,NA,NA
"195","WBGene00000409",NA,NA,NA,NA,NA
"196","WBGene00000410",NA,NA,NA,NA,NA
"197","WBGene00000411",NA,NA,NA,NA,NA
"198","WBGene00000414",NA,NA,NA,NA,NA
"199","WBGene00000415",NA,NA,NA,NA,NA
"200","WBGene00000416",NA,NA,NA,NA,NA
"201","WBGene00000417",NA,NA,NA,NA,NA
"202","WBGene00000418",NA,NA,NA,NA,NA
"203","WBGene00000419",NA,NA,NA,NA,NA
"204","WBGene00000420",NA,NA,NA,NA,NA
"205","WBGene00000421",NA,NA,NA,NA,NA
"206","WBGene00000423",NA,NA,NA,NA,NA
"207","WBGene00000424",NA,NA,NA,NA,NA
"208","WBGene00000426",NA,NA,NA,NA,NA
"209","WBGene00000428",NA,NA,NA,NA,NA
"210","WBGene00000437",NA,NA,NA,NA,NA
"211","WBGene00000441",NA,NA,NA,NA,NA
"212","WBGene00000443",NA,NA,NA,NA,NA
"213","WBGene00000449",NA,NA,NA,NA,NA
"214","WBGene00000453",NA,NA,NA,NA,NA
"215","WBGene00000455",NA,NA,NA,NA,NA
"216","WBGene00000459",NA,NA,NA,NA,NA
"217","WBGene00000460",NA,NA,NA,NA,NA
"218","WBGene00000464",NA,NA,NA,NA,NA
"219","WBGene00000465",NA,NA,NA,NA,NA
"220","WBGene00000466",NA,NA,NA,NA,NA
"221","WBGene00000472",NA,NA,NA,NA,NA
"222","WBGene00000473",NA,NA,NA,NA,NA
"223","WBGene00000474",NA,NA,NA,NA,NA
"224","WBGene00000475",NA,NA,NA,NA,NA
"225","WBGene00000476",NA,NA,NA,NA,NA
"226","WBGene00000479",NA,NA,NA,NA,NA
"227","WBGene00000480",NA,NA,NA,NA,NA
"228","WBGene00000482",NA,NA,NA,NA,NA
"229","WBGene00000496",NA,NA,NA,NA,NA
"230","WBGene00000498",NA,NA,NA,NA,NA
"231","WBGene00000500",NA,NA,NA,NA,NA
"232","WBGene00000502",NA,NA,NA,NA,NA
"233","WBGene00000506",NA,NA,NA,NA,NA
"234","WBGene00000507",NA,NA,NA,NA,NA
"235","WBGene00000508",NA,NA,NA,NA,NA
"236","WBGene00000509",NA,NA,NA,NA,NA
"237","WBGene00000510",NA,NA,NA,NA,NA
"238","WBGene00000511",NA,NA,NA,NA,NA
"239","WBGene00000512",NA,NA,NA,NA,NA
"240","WBGene00000514",NA,NA,NA,NA,NA
"241","WBGene00000516",NA,NA,NA,NA,NA
"242","WBGene00000517",NA,NA,NA,NA,NA
"243","WBGene00000518",NA,NA,NA,NA,NA
"244","WBGene00000519",NA,NA,NA,NA,NA
"245","WBGene00000522",NA,NA,NA,NA,NA
"246","WBGene00000524",NA,NA,NA,NA,NA
"247","WBGene00000527",NA,NA,NA,NA,NA
"248","WBGene00000528",NA,NA,NA,NA,NA
"249","WBGene00000532",NA,NA,NA,NA,NA
"250","WBGene00000533",NA,NA,NA,NA,NA
"251","WBGene00000534",NA,NA,NA,NA,NA
"252","WBGene00000535",NA,NA,NA,NA,NA
"253","WBGene00000536",NA,NA,NA,NA,NA
"254","WBGene00000537",NA,NA,NA,NA,NA
"255","WBGene00000540",NA,NA,NA,NA,NA
"256","WBGene00000542",NA,NA,NA,NA,NA
"257","WBGene00000543",NA,NA,NA,NA,NA
"258","WBGene00000545",NA,NA,NA,NA,NA
"259","WBGene00000547",NA,NA,NA,NA,NA
"260","WBGene00000548",NA,NA,NA,NA,NA
"261","WBGene00000549",NA,NA,NA,NA,NA
"262","WBGene00000550",NA,NA,NA,NA,NA
"263","WBGene00000552",NA,NA,NA,NA,NA
"264","WBGene00000553",NA,NA,NA,NA,NA
"265","WBGene00000554",NA,NA,NA,NA,NA
"266","WBGene00000557",NA,NA,NA,NA,NA
"267","WBGene00000564",NA,NA,NA,NA,NA
"268","WBGene00000565",NA,NA,NA,NA,NA
"269","WBGene00000566",NA,NA,NA,NA,NA
"270","WBGene00000567",NA,NA,NA,NA,NA
"271","WBGene00000584",NA,NA,NA,NA,NA
"272","WBGene00000585",NA,NA,NA,NA,NA
"273","WBGene00000591",NA,NA,NA,NA,NA
"274","WBGene00000592",NA,NA,NA,NA,NA
"275","WBGene00000597",NA,NA,NA,NA,NA
"276","WBGene00000599",NA,NA,NA,NA,NA
"277","WBGene00000608",NA,NA,NA,NA,NA
"278","WBGene00000609",NA,NA,NA,NA,NA
"279","WBGene00000615",NA,NA,NA,NA,NA
"280","WBGene00000616",NA,NA,NA,NA,NA
"281","WBGene00000625",NA,NA,NA,NA,NA
"282","WBGene00000644",NA,NA,NA,NA,NA
"283","WBGene00000652",NA,NA,NA,NA,NA
"284","WBGene00000653",NA,NA,NA,NA,NA
"285","WBGene00000656",NA,NA,NA,NA,NA
"286","WBGene00000657",NA,NA,NA,NA,NA
"287","WBGene00000667",NA,NA,NA,NA,NA
"288","WBGene00000668",NA,NA,NA,NA,NA
"289","WBGene00000669",NA,NA,NA,NA,NA
"290","WBGene00000670",NA,NA,NA,NA,NA
"291","WBGene00000671",NA,NA,NA,NA,NA
"292","WBGene00000673",NA,NA,NA,NA,NA
"293","WBGene00000675",NA,NA,NA,NA,NA
"294","WBGene00000677",NA,NA,NA,NA,NA
"295","WBGene00000680",NA,NA,NA,NA,NA
"296","WBGene00000692",NA,NA,NA,NA,NA
"297","WBGene00000693",NA,NA,NA,NA,NA
"298","WBGene00000694",NA,NA,NA,NA,NA
"299","WBGene00000696",NA,NA,NA,NA,NA
"300","WBGene00000698",NA,NA,NA,NA,NA
"301","WBGene00000699",NA,NA,NA,NA,NA
"302","WBGene00000703",NA,NA,NA,NA,NA
"303","WBGene00000707",NA,NA,NA,NA,NA
"304","WBGene00000708",NA,NA,NA,NA,NA
"305","WBGene00000712",NA,NA,NA,NA,NA
"306","WBGene00000713",NA,NA,NA,NA,NA
"307","WBGene00000715",NA,NA,NA,NA,NA
"308","WBGene00000716",NA,NA,NA,NA,NA
"309","WBGene00000717",NA,NA,NA,NA,NA
"310","WBGene00000720",NA,NA,NA,NA,NA
"311","WBGene00000722",NA,NA,NA,NA,NA
"312","WBGene00000728",NA,NA,NA,NA,NA
"313","WBGene00000732",NA,NA,NA,NA,NA
"314","WBGene00000733",NA,NA,NA,NA,NA
"315","WBGene00000734",NA,NA,NA,NA,NA
"316","WBGene00000739",NA,NA,NA,NA,NA
"317","WBGene00000740",NA,NA,NA,NA,NA
"318","WBGene00000751",NA,NA,NA,NA,NA
"319","WBGene00000752",NA,NA,NA,NA,NA
"320","WBGene00000754",NA,NA,NA,NA,NA
"321","WBGene00000757",NA,NA,NA,NA,NA
"322","WBGene00000761",NA,NA,NA,NA,NA
"323","WBGene00000762",NA,NA,NA,NA,NA
"324","WBGene00000763",NA,NA,NA,NA,NA
"325","WBGene00000764",NA,NA,NA,NA,NA
"326","WBGene00000765",NA,NA,NA,NA,NA
"327","WBGene00000766",NA,NA,NA,NA,NA
"328","WBGene00000767",NA,NA,NA,NA,NA
"329","WBGene00000768",NA,NA,NA,NA,NA
"330","WBGene00000772",NA,NA,NA,NA,NA
"331","WBGene00000773",NA,NA,NA,NA,NA
"332","WBGene00000774",NA,NA,NA,NA,NA
"333","WBGene00000776",NA,NA,NA,NA,NA
"334","WBGene00000777",NA,NA,NA,NA,NA
"335","WBGene00000778",NA,NA,NA,NA,NA
"336","WBGene00000779",NA,NA,NA,NA,NA
"337","WBGene00000780",NA,NA,NA,NA,NA
"338","WBGene00000787",NA,NA,NA,NA,NA
"339","WBGene00000788",NA,NA,NA,NA,NA
"340","WBGene00000793",NA,NA,NA,NA,NA
"341","WBGene00000794",NA,NA,NA,NA,NA
"342","WBGene00000795",NA,NA,NA,NA,NA
"343","WBGene00000796",NA,NA,NA,NA,NA
"344","WBGene00000800",NA,NA,NA,NA,NA
"345","WBGene00000802",NA,NA,NA,NA,NA
"346","WBGene00000803",NA,NA,NA,NA,NA
"347","WBGene00000804",NA,NA,NA,NA,NA
"348","WBGene00000812",NA,NA,NA,NA,NA
"349","WBGene00000813",NA,NA,NA,NA,NA
"350","WBGene00000814",NA,NA,NA,NA,NA
"351","WBGene00000815",NA,NA,NA,NA,NA
"352","WBGene00000816",NA,NA,NA,NA,NA
"353","WBGene00000817",NA,NA,NA,NA,NA
"354","WBGene00000818",NA,NA,NA,NA,NA
"355","WBGene00000822",NA,NA,NA,NA,NA
"356","WBGene00000832",NA,NA,NA,NA,NA
"357","WBGene00000833",NA,NA,NA,NA,NA
"358","WBGene00000834",NA,NA,NA,NA,NA
"359","WBGene00000835",NA,NA,NA,NA,NA
"360","WBGene00000836",NA,NA,NA,NA,NA
"361","WBGene00000837",NA,NA,NA,NA,NA
"362","WBGene00000838",NA,NA,NA,NA,NA
"363","WBGene00000839",NA,NA,NA,NA,NA
"364","WBGene00000840",NA,NA,NA,NA,NA
"365","WBGene00000843",NA,NA,NA,NA,NA
"366","WBGene00000846",NA,NA,NA,NA,NA
"367","WBGene00000854",NA,NA,NA,NA,NA
"368","WBGene00000857",NA,NA,NA,NA,NA
"369","WBGene00000858",NA,NA,NA,NA,NA
"370","WBGene00000863",NA,NA,NA,NA,NA
"371","WBGene00000865",NA,NA,NA,NA,NA
"372","WBGene00000867",NA,NA,NA,NA,NA
"373","WBGene00000868",NA,NA,NA,NA,NA
"374","WBGene00000869",NA,NA,NA,NA,NA
"375","WBGene00000871",NA,NA,NA,NA,NA
"376","WBGene00000872",NA,NA,NA,NA,NA
"377","WBGene00000874",NA,NA,NA,NA,NA
"378","WBGene00000875",NA,NA,NA,NA,NA
"379","WBGene00000876",NA,NA,NA,NA,NA
"380","WBGene00000877",NA,NA,NA,NA,NA
"381","WBGene00000878",NA,NA,NA,NA,NA
"382","WBGene00000879",NA,NA,NA,NA,NA
"383","WBGene00000880",NA,NA,NA,NA,NA
"384","WBGene00000881",NA,NA,NA,NA,NA
"385","WBGene00000882",NA,NA,NA,NA,NA
"386","WBGene00000883",NA,NA,NA,NA,NA
"387","WBGene00000884",NA,NA,NA,NA,NA
"388","WBGene00000885",NA,NA,NA,NA,NA
"389","WBGene00000886",NA,NA,NA,NA,NA
"390","WBGene00000887",NA,NA,NA,NA,NA
"391","WBGene00000888",NA,NA,NA,NA,NA
"392","WBGene00000889",NA,NA,NA,NA,NA
"393","WBGene00000890",NA,NA,NA,NA,NA
"394","WBGene00000891",NA,NA,NA,NA,NA
"395","WBGene00000892",NA,NA,NA,NA,NA
"396","WBGene00000894",NA,NA,NA,NA,NA
"397","WBGene00000896",NA,NA,NA,NA,NA
"398","WBGene00000897",NA,NA,NA,NA,NA
"399","WBGene00000898",NA,NA,NA,NA,NA
"400","WBGene00000899",NA,NA,NA,NA,NA
"401","WBGene00000900",NA,NA,NA,NA,NA
"402","WBGene00000901",NA,NA,NA,NA,NA
"403","WBGene00000903",NA,NA,NA,NA,NA
"404","WBGene00000904",NA,NA,NA,NA,NA
"405","WBGene00000908",NA,NA,NA,NA,NA
"406","WBGene00000910",NA,NA,NA,NA,NA
"407","WBGene00000911",NA,NA,NA,NA,NA
"408","WBGene00000912",NA,NA,NA,NA,NA
"409","WBGene00000913",NA,NA,NA,NA,NA
"410","WBGene00000914",NA,NA,NA,NA,NA
"411","WBGene00000915",NA,NA,NA,NA,NA
"412","WBGene00000917",NA,NA,NA,NA,NA
"413","WBGene00000920",NA,NA,NA,NA,NA
"414","WBGene00000929",NA,NA,NA,NA,NA
"415","WBGene00000931",NA,NA,NA,NA,NA
"416","WBGene00000933",NA,NA,NA,NA,NA
"417","WBGene00000935",NA,NA,NA,NA,NA
"418","WBGene00000936",NA,NA,NA,NA,NA
"419","WBGene00000937",NA,NA,NA,NA,NA
"420","WBGene00000938",NA,NA,NA,NA,NA
"421","WBGene00000939",NA,NA,NA,NA,NA
"422","WBGene00000940",NA,NA,NA,NA,NA
"423","WBGene00000941",NA,NA,NA,NA,NA
"424","WBGene00000942",NA,NA,NA,NA,NA
"425","WBGene00000950",NA,NA,NA,NA,NA
"426","WBGene00000951",NA,NA,NA,NA,NA
"427","WBGene00000955",NA,NA,NA,NA,NA
"428","WBGene00000958",NA,NA,NA,NA,NA
"429","WBGene00000959",NA,NA,NA,NA,NA
"430","WBGene00000961",NA,NA,NA,NA,NA
"431","WBGene00000962",NA,NA,NA,NA,NA
"432","WBGene00000964",NA,NA,NA,NA,NA
"433","WBGene00000965",NA,NA,NA,NA,NA
"434","WBGene00000967",NA,NA,NA,NA,NA
"435","WBGene00000970",NA,NA,NA,NA,NA
"436","WBGene00000973",NA,NA,NA,NA,NA
"437","WBGene00000975",NA,NA,NA,NA,NA
"438","WBGene00000976",NA,NA,NA,NA,NA
"439","WBGene00000980",NA,NA,NA,NA,NA
"440","WBGene00000982",NA,NA,NA,NA,NA
"441","WBGene00000984",NA,NA,NA,NA,NA
"442","WBGene00000985",NA,NA,NA,NA,NA
"443","WBGene00000987",NA,NA,NA,NA,NA
"444","WBGene00000988",NA,NA,NA,NA,NA
"445","WBGene00000991",NA,NA,NA,NA,NA
"446","WBGene00000993",NA,NA,NA,NA,NA
"447","WBGene00000994",NA,NA,NA,NA,NA
"448","WBGene00000995",NA,NA,NA,NA,NA
"449","WBGene00000996",NA,NA,NA,NA,NA
"450","WBGene00000998",NA,NA,NA,NA,NA
"451","WBGene00001000",NA,NA,NA,NA,NA
"452","WBGene00001001",NA,NA,NA,NA,NA
"453","WBGene00001002",NA,NA,NA,NA,NA
"454","WBGene00001005",NA,NA,NA,NA,NA
"455","WBGene00001006",NA,NA,NA,NA,NA
"456","WBGene00001007",NA,NA,NA,NA,NA
"457","WBGene00001008",NA,NA,NA,NA,NA
"458","WBGene00001016",NA,NA,NA,NA,NA
"459","WBGene00001017",NA,NA,NA,NA,NA
"460","WBGene00001018",NA,NA,NA,NA,NA
"461","WBGene00001019",NA,NA,NA,NA,NA
"462","WBGene00001020",NA,NA,NA,NA,NA
"463","WBGene00001021",NA,NA,NA,NA,NA
"464","WBGene00001022",NA,NA,NA,NA,NA
"465","WBGene00001023",NA,NA,NA,NA,NA
"466","WBGene00001025",NA,NA,NA,NA,NA
"467","WBGene00001026",NA,NA,NA,NA,NA
"468","WBGene00001027",NA,NA,NA,NA,NA
"469","WBGene00001028",NA,NA,NA,NA,NA
"470","WBGene00001029",NA,NA,NA,NA,NA
"471","WBGene00001030",NA,NA,NA,NA,NA
"472","WBGene00001031",NA,NA,NA,NA,NA
"473","WBGene00001032",NA,NA,NA,NA,NA
"474","WBGene00001033",NA,NA,NA,NA,NA
"475","WBGene00001034",NA,NA,NA,NA,NA
"476","WBGene00001035",NA,NA,NA,NA,NA
"477","WBGene00001036",NA,NA,NA,NA,NA
"478","WBGene00001037",NA,NA,NA,NA,NA
"479","WBGene00001038",NA,NA,NA,NA,NA
"480","WBGene00001039",NA,NA,NA,NA,NA
"481","WBGene00001040",NA,NA,NA,NA,NA
"482","WBGene00001041",NA,NA,NA,NA,NA
"483","WBGene00001042",NA,NA,NA,NA,NA
"484","WBGene00001043",NA,NA,NA,NA,NA
"485","WBGene00001045",NA,NA,NA,NA,NA
"486","WBGene00001046",NA,NA,NA,NA,NA
"487","WBGene00001047",NA,NA,NA,NA,NA
"488","WBGene00001048",NA,NA,NA,NA,NA
"489","WBGene00001049",NA,NA,NA,NA,NA
"490","WBGene00001050",NA,NA,NA,NA,NA
"491","WBGene00001051",NA,NA,NA,NA,NA
"492","WBGene00001054",NA,NA,NA,NA,NA
"493","WBGene00001055",NA,NA,NA,NA,NA
"494","WBGene00001056",NA,NA,NA,NA,NA
"495","WBGene00001057",NA,NA,NA,NA,NA
"496","WBGene00001058",NA,NA,NA,NA,NA
"497","WBGene00001060",NA,NA,NA,NA,NA
"498","WBGene00001061",NA,NA,NA,NA,NA
"499","WBGene00001066",NA,NA,NA,NA,NA
"500","WBGene00001067",NA,NA,NA,NA,NA
"501","WBGene00001073",NA,NA,NA,NA,NA
"502","WBGene00001074",NA,NA,NA,NA,NA
"503","WBGene00001077",NA,NA,NA,NA,NA
"504","WBGene00001080",NA,NA,NA,NA,NA
"505","WBGene00001081",NA,NA,NA,NA,NA
"506","WBGene00001082",NA,NA,NA,NA,NA
"507","WBGene00001085",NA,NA,NA,NA,NA
"508","WBGene00001086",NA,NA,NA,NA,NA
"509","WBGene00001087",NA,NA,NA,NA,NA
"510","WBGene00001088",NA,NA,NA,NA,NA
"511","WBGene00001089",NA,NA,NA,NA,NA
"512","WBGene00001090",NA,NA,NA,NA,NA
"513","WBGene00001092",NA,NA,NA,NA,NA
"514","WBGene00001093",NA,NA,NA,NA,NA
"515","WBGene00001094",NA,NA,NA,NA,NA
"516","WBGene00001101",NA,NA,NA,NA,NA
"517","WBGene00001102",NA,NA,NA,NA,NA
"518","WBGene00001112",NA,NA,NA,NA,NA
"519","WBGene00001113",NA,NA,NA,NA,NA
"520","WBGene00001115",NA,NA,NA,NA,NA
"521","WBGene00001116",NA,NA,NA,NA,NA
"522","WBGene00001130",NA,NA,NA,NA,NA
"523","WBGene00001131",NA,NA,NA,NA,NA
"524","WBGene00001132",NA,NA,NA,NA,NA
"525","WBGene00001134",NA,NA,NA,NA,NA
"526","WBGene00001137",NA,NA,NA,NA,NA
"527","WBGene00001145",NA,NA,NA,NA,NA
"528","WBGene00001148",NA,NA,NA,NA,NA
"529","WBGene00001149",NA,NA,NA,NA,NA
"530","WBGene00001151",NA,NA,NA,NA,NA
"531","WBGene00001152",NA,NA,NA,NA,NA
"532","WBGene00001153",NA,NA,NA,NA,NA
"533","WBGene00001154",NA,NA,NA,NA,NA
"534","WBGene00001155",NA,NA,NA,NA,NA
"535","WBGene00001160",NA,NA,NA,NA,NA
